timestamp,voltage_V,temperatura
2025-01-01T12:24:05,5.131,106.471
2025-01-01T12:24:10,5.135,106.587
2025-01-01T12:24:20,5.322,111.981
2025-01-01T12:24:25,5.484,116.654
2025-01-01T12:24:30,5.584,119.538
2025-01-01T12:24:35,5.507,117.317
2025-01-01T12:24:40,5.506,117.288
2025-01-01T12:24:45,5.678,122.250
2025-01-01T12:24:50,5.620,120.577
2025-01-01T12:24:55,5.539,118.240
2025-01-01T12:25:00,5.545,118.413
2025-01-01T12:25:05,5.605,120.144
2025-01-01T12:25:10,5.540,118.269
2025-01-01T12:25:15,5.487,116.740
2025-01-01T12:25:25,8.001,189.260
2025-01-01T12:25:30,5.161,107.337
2025-01-01T12:25:35,5.031,103.587
2025-01-01T12:25:40,5.006,102.865
2025-01-01T12:25:45,4.995,102.548
2025-01-01T12:25:50,4.727,94.817
2025-01-01T12:25:55,4.719,94.587
2025-01-01T12:26:05,4.634,92.135
2025-01-01T12:26:10,8.478,203.019
2025-01-01T12:26:15,4.455,86.971
2025-01-01T12:26:20,4.337,83.567
2025-01-01T12:26:25,4.393,85.183
2025-01-01T12:26:30,4.493,88.067
2025-01-01T12:26:35,4.332,83.423
2025-01-01T12:26:45,4.414,85.788
2025-01-01T12:26:50,4.594,90.981
2025-01-01T12:27:10,4.759,95.740
2025-01-01T12:27:15,4.840,98.077
2025-01-01T12:27:20,5.001,102.721
2025-01-01T12:27:25,5.144,106.846
2025-01-01T12:27:30,5.215,108.894
2025-01-01T12:27:35,5.302,111.404
2025-01-01T12:27:40,2.600,33.462
2025-01-01T12:27:45,5.405,114.375
2025-01-01T12:27:50,5.546,118.442
2025-01-01T12:28:00,5.564,118.962
2025-01-01T12:28:05,5.652,121.500
2025-01-01T12:28:10,5.553,118.644
2025-01-01T12:28:15,5.530,117.981
2025-01-01T12:28:20,5.574,119.250
2025-01-01T12:28:25,5.444,115.500
2025-01-01T12:28:30,5.431,115.125
2025-01-01T12:28:35,5.465,116.106
2025-01-01T12:28:40,5.279,110.740
2025-01-01T12:28:45,5.354,112.904
2025-01-01T12:28:50,5.251,109.933
2025-01-01T12:28:55,2.631,34.356
2025-01-01T12:29:00,4.908,100.038
2025-01-01T12:29:05,4.965,101.683
2025-01-01T12:29:10,4.820,97.500
2025-01-01T12:29:20,4.674,93.288
2025-01-01T12:29:25,4.485,87.837
2025-01-01T12:29:30,4.574,90.404
2025-01-01T12:29:40,4.500,88.269
2025-01-01T12:29:45,4.438,86.481
2025-01-01T12:29:50,4.349,83.913
2025-01-01T12:29:55,4.318,83.019
2025-01-01T12:30:00,4.492,88.038
2025-01-01T12:30:05,4.512,88.615
2025-01-01T12:30:10,4.606,91.327
2025-01-01T12:30:15,4.580,90.577
2025-01-01T12:30:20,4.645,92.452
2025-01-01T12:30:25,4.807,97.125
2025-01-01T12:30:30,4.867,98.856
2025-01-01T12:30:35,4.899,99.779
2025-01-01T12:30:40,5.041,103.875
2025-01-01T12:30:45,5.042,103.904
2025-01-01T12:30:50,5.104,105.692
2025-01-01T12:30:55,5.196,108.346
2025-01-01T12:31:00,5.371,113.394
2025-01-01T12:31:15,5.464,116.077
2025-01-01T12:31:20,5.654,121.558
2025-01-01T12:31:25,5.582,119.481
2025-01-01T12:31:30,5.653,121.529
2025-01-01T12:31:35,5.674,122.135
2025-01-01T12:31:40,3.050,46.442
2025-01-01T12:31:45,5.545,118.413
2025-01-01T12:31:50,5.485,116.683
2025-01-01T12:31:55,5.360,113.077
2025-01-01T12:32:00,5.387,113.856
2025-01-01T12:32:05,5.278,110.712
2025-01-01T12:32:10,5.275,110.625
2025-01-01T12:32:15,7.981,188.683
2025-01-01T12:32:20,5.019,103.240
