timestamp;value
2025-09-01T10:00:00;4,956,434,230,113
2025-09-01T10:00:01;4,951,096
1/09/2025 10:00;4,984,323,417,734,440
1/09/2025 10:00;5.381
2025-09-01T10:00:04;5.008053
2025-09-01T10:00:05;5,004,753,486,135,390
1/09/2025 10:00;4.943
2025-09-01T10:00:07;4.912585
2025-09-01T10:00:08;4.934
2025-09-01T10:00:09;5,024,517
2025-09-01T10:00:10;NA
2025-09-01T10:00:11;4,992,780
2025-09-01T10:00:12;4,920,260
1/09/2025 10:00;4,941,169
2025-09-01T10:00:14;5.578024
2025-09-01T10:00:15;4,947,104
2025-09-01T10:00:16;5,065,549
2025-09-01T10:00:17;4.891329
1/09/2025 10:00;5.749044
1/09/2025 10:00;4,917,172,155,132,830
2025-09-01T10:00:20;5,026,787
2025-09-01T10:00:21;4.988
2025-09-01T10:00:22;4,912,797
2025-09-01T10:00:23;NA
1/09/2025 10:00;5.716
2025-09-01T10:00:25;5,003,953
2025-09-01T10:00:26;4.903
2025-09-01T10:00:27;4.985
2025-09-01T10:00:28;5,576,676,590,196,920
2025-09-01T10:00:29;5.029805
1/09/2025 10:00;4.88466
2025-09-01T10:00:31;4.969
2025-09-01T10:00:32;4.987
2025-09-01T10:00:33;4,904,308,048,801
1/09/2025 10:00;4.934
2025-09-01T10:00:35;5.029
1/09/2025 10:00;4,960,415
2025-09-01T10:00:37;4,931,159
2025-09-01T10:00:38;5,658,914
1/09/2025 10:00;5,129,114,298,831,580
1/09/2025 10:00;5.077
2025-09-01T10:00:41;4.984414
1/09/2025 10:00;4.974575
2025-09-01T10:00:43;4.917
2025-09-01T10:00:44;5.424448
2025-09-01T10:00:45;4.955
2025-09-01T10:00:46;4.894
1/09/2025 10:00;5,350,310
2025-09-01T10:00:48;4.893
2025-09-01T10:00:49;4.999
2025-09-01T10:00:50;5.013483
1/09/2025 10:00;4.953
2025-09-01T10:00:52;4,960,019,697,044,780
2025-09-01T10:00:53;4,998,984
2025-09-01T10:00:54;4.788744
2025-09-01T10:00:55;4,984,539,350,998
2025-09-01T10:00:56;NA
2025-09-01T10:00:57;5.024
1/09/2025 10:00;4.976
2025-09-01T10:00:59;5,012,004,711,460,250
2025-09-01T10:01:00;5.062
2025-09-01T10:01:01;4,981,706,363,563
2025-09-01T10:01:02;4.933651
2025-09-01T10:01:03;4,929,541,336,368
1/09/2025 10:01;5.03451
1/09/2025 10:01;4,919,003
1/09/2025 10:01;5.367
2025-09-01T10:01:07;4,925,125,088,056,150
2025-09-01T10:01:08;4,965,976
2025-09-01T10:01:09;4,975,112,276,955,760
2025-09-01T10:01:10;4.621
2025-09-01T10:01:11;5.053
2025-09-01T10:01:12;5,000,278
2025-09-01T10:01:13;NA
2025-09-01T10:01:14;5.725767
1/09/2025 10:01;4.965
1/09/2025 10:01;5.063
1/09/2025 10:01;5.03
2025-09-01T10:01:18;5,052,107,246,582
2025-09-01T10:01:19;4.904474
2025-09-01T10:01:20;4.901988
2025-09-01T10:01:21;4.9
2025-09-01T10:01:22;4.932
2025-09-01T10:01:23;4,885,828
2025-09-01T10:01:24;5,609,726,148,288,430
2025-09-01T10:01:25;4,906,940,235,255,150
2025-09-01T10:01:26;NA
2025-09-01T10:01:27;4,997,340
1/09/2025 10:01;5.065
2025-09-01T10:01:29;NA
1/09/2025 10:01;4.968
2025-09-01T10:01:31;4.918923
2025-09-01T10:01:32;4.904
2025-09-01T10:01:33;5.518
2025-09-01T10:01:34;5.006
2025-09-01T10:01:35;5.11
2025-09-01T10:01:36;4,957,420
1/09/2025 10:01;4,928,329
1/09/2025 10:01;5,573,943
2025-09-01T10:01:39;5,075,150,364,448
1/09/2025 10:01;4,986,372,258,743
2025-09-01T10:01:41;NA
2025-09-01T10:01:42;4,952,559,151,607
2025-09-01T10:01:43;5,638,547
2025-09-01T10:01:44;4.908
2025-09-01T10:01:45;5.048
2025-09-01T10:01:46;5,062,599,094,569,000
2025-09-01T10:01:47;4.975
1/09/2025 10:01;5,038,763
2025-09-01T10:01:49;4.97368
2025-09-01T10:01:50;4,906,744,657,027
1/09/2025 10:01;NA
2025-09-01T10:01:52;4.969
2025-09-01T10:01:53;4.929
2025-09-01T10:01:54;4,964,028
2025-09-01T10:01:55;5.014953
2025-09-01T10:01:56;5.398
2025-09-01T10:01:57;4.983342
2025-09-01T10:01:58;5,012,534
2025-09-01T10:01:59;NA
1/09/2025 10:02;5.523041
2025-09-01T10:02:01;4.972
2025-09-01T10:02:02;5,507,632
2025-09-01T10:02:03;4.974
2025-09-01T10:02:04;5,592,583,709,775,760
1/09/2025 10:02;4,918,702,012,045,800
2025-09-01T10:02:06;4,996,413,329,507
2025-09-01T10:02:07;5.020934
2025-09-01T10:02:08;4.96
1/09/2025 10:02;4.893021
1/09/2025 10:02;NA
2025-09-01T10:02:11;5.014211
2025-09-01T10:02:12;4,947,476,144,912
2025-09-01T10:02:13;4,763,317,693,680
2025-09-01T10:02:14;5,413,978,829,559
2025-09-01T10:02:15;5,001,831
2025-09-01T10:02:16;4,952,621,551,072
2025-09-01T10:02:17;4,977,853
2025-09-01T10:02:18;5.347
2025-09-01T10:02:19;4,952,809,131,336
2025-09-01T10:02:20;NA
2025-09-01T10:02:21;5.015
2025-09-01T10:02:22;5,390,442
2025-09-01T10:02:23;5.002855
1/09/2025 10:02;4,841,364,747,334,010
2025-09-01T10:02:25;4.946
2025-09-01T10:02:26;5,021,526,021,229,010
2025-09-01T10:02:27;5,093,452,312,693
1/09/2025 10:02;4,954,606
1/09/2025 10:02;5,004,054,349,540,600
2025-09-01T10:02:30;4,942,279,868,602
2025-09-01T10:02:31;4.971
1/09/2025 10:02;5.015
2025-09-01T10:02:33;4.997835
2025-09-01T10:02:34;NA
2025-09-01T10:02:35;4.968
1/09/2025 10:02;5,005,762,812,016,330
1/09/2025 10:02;5.043303
2025-09-01T10:02:38;NA
2025-09-01T10:02:39;NA
2025-09-01T10:02:40;5,013,881,918,945
2025-09-01T10:02:41;4.868
2025-09-01T10:02:42;4,952,119,025,126,370
2025-09-01T10:02:43;4,940,182,720,106
1/09/2025 10:02;5,672,863,679,381
2025-09-01T10:02:45;4,928,592
2025-09-01T10:02:46;4.866703
1/09/2025 10:02;5,039,051
2025-09-01T10:02:48;4.936
1/09/2025 10:02;4.969055
2025-09-01T10:02:50;NA
2025-09-01T10:02:51;4,903,443,451,745,480
2025-09-01T10:02:52;4.916579
2025-09-01T10:02:53;5.619073
1/09/2025 10:02;4.9831
2025-09-01T10:02:55;5.081
2025-09-01T10:02:56;4,997,173,212,530
2025-09-01T10:02:57;5,506,677
2025-09-01T10:02:58;4.991148
2025-09-01T10:02:59;NA
2025-09-01T10:03:00;4.993
1/09/2025 10:03;4.903
2025-09-01T10:03:02;5.286
2025-09-01T10:03:03;4,883,935
2025-09-01T10:03:04;4,932,548,990,954
2025-09-01T10:03:05;4,881,736
2025-09-01T10:03:06;4,982,131,248,097
1/09/2025 10:03;5,015,263,067,561
2025-09-01T10:03:08;4,976,448,306,258,430
2025-09-01T10:03:09;4,941,040,258,676,520
1/09/2025 10:03;4,928,812,336,769
2025-09-01T10:03:11;4.926
1/09/2025 10:03;5,076,009,006,925,830
2025-09-01T10:03:13;5,003,190,577,651,510
1/09/2025 10:03;4.922
1/09/2025 10:03;5,278,512,580,448
2025-09-01T10:03:16;4,926,569,003,685
2025-09-01T10:03:17;4.996338
2025-09-01T10:03:18;NA
1/09/2025 10:03;4.956
2025-09-01T10:03:20;5,078,778
2025-09-01T10:03:21;4.613295
1/09/2025 10:03;5.54183
1/09/2025 10:03;4.884132
1/09/2025 10:03;4,966,248,890,829,470
2025-09-01T10:03:25;NA
2025-09-01T10:03:26;4.873612
2025-09-01T10:03:27;4,991,376,576,813,400
2025-09-01T10:03:28;5,050,681,999,284,750
2025-09-01T10:03:29;4.997642
2025-09-01T10:03:30;5.065164
2025-09-01T10:03:31;4.905066
2025-09-01T10:03:32;5,084,403
2025-09-01T10:03:33;4,956,758,774,130,170
2025-09-01T10:03:34;4.908163
1/09/2025 10:03;5,020,141,443,957
2025-09-01T10:03:36;NA
1/09/2025 10:03;5,684,284,706,137
2025-09-01T10:03:38;4,975,953,920,341,620
1/09/2025 10:03;4,982,111,125,904,820
2025-09-01T10:03:40;4.980274
2025-09-01T10:03:41;5,396,165,858,665
2025-09-01T10:03:42;5.027
2025-09-01T10:03:43;5.031
2025-09-01T10:03:44;4.982
2025-09-01T10:03:45;4.921
2025-09-01T10:03:46;4.962702
2025-09-01T10:03:47;4.891541
1/09/2025 10:03;4.963
2025-09-01T10:03:49;5,012,255
2025-09-01T10:03:50;5,002,588,487,988
2025-09-01T10:03:51;4.911403
1/09/2025 10:03;4.97
2025-09-01T10:03:53;5,034,713,419,105,390
2025-09-01T10:03:54;5.065645
2025-09-01T10:03:55;4,972,962,182,602,730
2025-09-01T10:03:56;5,009,018,198,067,930
2025-09-01T10:03:57;4,951,688,418,796,160
1/09/2025 10:03;5.004284
2025-09-01T10:03:59;4.934
2025-09-01T10:04:00;5,677,497
2025-09-01T10:04:01;4,937,696
1/09/2025 10:04;4.978
2025-09-01T10:04:03;4,948,539,588,335,090
1/09/2025 10:04;4,848,304
2025-09-01T10:04:05;4,878,309,301,096,560
2025-09-01T10:04:06;5.714
2025-09-01T10:04:07;4,911,196
1/09/2025 10:04;4,884,066,880,463,090
2025-09-01T10:04:09;5,033,145,592,752,830
