timestamp,voltage_V,temperatura
2025-01-01T12:03:05,5.000,102.692
2025-01-01T12:03:15,5.196,108.346
2025-01-01T12:03:20,5.376,113.538
2025-01-01T12:03:25,5.373,113.452
2025-01-01T12:03:30,5.000,102.692
2025-01-01T12:03:35,5.526,117.865
2025-01-01T12:03:40,5.528,117.923
2025-01-01T12:03:45,5.000,102.692
2025-01-01T12:03:50,5.000,102.692
2025-01-01T12:03:55,5.000,102.692
2025-01-01T12:04:00,5.574,119.250
2025-01-01T12:04:10,5.000,102.692
2025-01-01T12:04:15,5.000,102.692
2025-01-01T12:04:20,5.401,114.260
2025-01-01T12:04:25,5.000,102.692
2025-01-01T12:04:30,5.151,107.048
2025-01-01T12:04:40,4.989,102.375
2025-01-01T12:04:45,4.931,100.702
2025-01-01T12:04:50,4.810,97.212
2025-01-01T12:04:55,9.067,220.010
2025-01-01T12:05:05,4.000,73.846
2025-01-01T12:05:10,4.518,88.788
2025-01-01T12:05:15,2.000,16.154
2025-01-01T12:05:25,4.320,83.077
2025-01-01T12:05:30,4.350,83.942
2025-01-01T12:05:35,4.000,73.846
2025-01-01T12:05:40,4.000,73.846
2025-01-01T12:05:45,4.000,73.846
2025-01-01T12:05:50,4.000,73.846
2025-01-01T12:05:55,9.076,220.269
2025-01-01T12:06:05,4.000,73.846
2025-01-01T12:06:10,4.000,73.846
2025-01-01T12:06:15,4.000,73.846
2025-01-01T12:06:20,5.000,102.692
2025-01-01T12:06:25,5.000,102.692
2025-01-01T12:06:35,5.000,102.692
2025-01-01T12:06:40,5.000,102.692
2025-01-01T12:06:45,5.000,102.692
2025-01-01T12:06:50,5.517,117.606
2025-01-01T12:06:55,5.600,120.000
2025-01-01T12:07:00,5.474,116.365
2025-01-01T12:07:05,5.514,117.519
2025-01-01T12:07:10,5.000,102.692
2025-01-01T12:07:15,5.644,121.269
2025-01-01T12:07:20,5.597,119.913
2025-01-01T12:07:25,5.488,116.769
2025-01-01T12:07:30,5.000,102.692
2025-01-01T12:07:35,5.000,102.692
2025-01-01T12:07:45,5.000,102.692
2025-01-01T12:07:50,5.000,102.692
2025-01-01T12:07:55,5.179,107.856
2025-01-01T12:08:00,4.938,100.904
2025-01-01T12:08:05,4.953,101.337
2025-01-01T12:08:10,4.774,96.173
2025-01-01T12:08:15,4.660,92.885
2025-01-01T12:08:20,4.000,73.846
2025-01-01T12:08:25,4.000,73.846
2025-01-01T12:08:35,4.000,73.846
2025-01-01T12:08:40,4.000,73.846
2025-01-01T12:08:45,4.472,87.462
2025-01-01T12:08:50,4.000,73.846
2025-01-01T12:08:55,4.385,84.952
2025-01-01T12:09:05,4.000,73.846
2025-01-01T12:09:10,4.551,89.740
2025-01-01T12:09:15,4.522,88.904
2025-01-01T12:09:20,4.000,73.846
2025-01-01T12:09:25,4.807,97.125
2025-01-01T12:09:35,4.000,73.846
2025-01-01T12:09:40,4.995,102.548
2025-01-01T12:09:45,5.000,102.692
2025-01-01T12:09:55,5.356,112.962
2025-01-01T12:10:00,5.339,112.471
2025-01-01T12:10:05,5.000,102.692
2025-01-01T12:10:10,5.451,115.702
2025-01-01T12:10:15,5.000,102.692
2025-01-01T12:10:20,5.000,102.692
2025-01-01T12:10:25,5.000,102.692
2025-01-01T12:10:30,5.000,102.692
2025-01-01T12:10:35,5.545,118.413
2025-01-01T12:10:50,5.464,116.077
2025-01-01T12:10:55,5.335,112.356
2025-01-01T12:11:00,5.000,102.692
2025-01-01T12:11:05,5.000,102.692
2025-01-01T12:11:10,5.099,105.548
2025-01-01T12:11:15,5.057,104.337
2025-01-01T12:11:20,4.000,73.846
2025-01-01T12:11:25,4.845,98.221
2025-01-01T12:11:30,4.000,73.846
2025-01-01T12:11:35,4.000,73.846
2025-01-01T12:11:40,4.620,91.731
2025-01-01T12:11:45,4.492,88.038
2025-01-01T12:11:50,4.000,73.846
