timestamp,voltage_V,temperatura
2025-01-01T12:12:00,7.978,188.596
2025-01-01T12:12:05,7.875,185.625
2025-01-01T12:12:10,5.141,106.760
2025-01-01T12:12:15,5.203,108.548
2025-01-01T12:12:20,5.323,112.010
2025-01-01T12:12:25,5.518,117.635
2025-01-01T12:12:30,5.460,115.962
2025-01-01T12:12:35,5.567,119.048
2025-01-01T12:12:40,5.520,117.692
2025-01-01T12:12:45,5.589,119.683
2025-01-01T12:12:50,5.647,121.356
2025-01-01T12:13:00,5.576,119.308
2025-01-01T12:13:05,5.582,119.481
2025-01-01T12:13:10,5.559,118.817
2025-01-01T12:13:15,5.509,117.375
2025-01-01T12:13:30,5.092,105.346
2025-01-01T12:13:35,5.164,107.423
2025-01-01T12:13:45,5.005,102.837
2025-01-01T12:13:50,4.781,96.375
2025-01-01T12:14:00,4.703,94.125
2025-01-01T12:14:10,4.433,86.337
2025-01-01T12:14:15,4.399,85.356
2025-01-01T12:14:20,4.396,85.269
2025-01-01T12:14:25,4.439,86.510
2025-01-01T12:14:30,4.372,84.577
2025-01-01T12:14:40,4.521,88.875
2025-01-01T12:14:45,4.504,88.385
2025-01-01T12:14:50,8.663,208.356
2025-01-01T12:14:55,4.590,90.865
2025-01-01T12:15:00,4.741,95.221
2025-01-01T12:15:05,4.773,96.144
2025-01-01T12:15:10,4.803,97.010
2025-01-01T12:15:15,4.811,97.240
2025-01-01T12:15:20,4.956,101.423
2025-01-01T12:15:25,5.179,107.856
2025-01-01T12:15:30,2.964,43.962
2025-01-01T12:15:35,5.339,112.471
2025-01-01T12:15:40,5.355,112.933
2025-01-01T12:15:45,5.394,114.058
2025-01-01T12:15:50,5.487,116.740
2025-01-01T12:15:55,5.562,118.904
2025-01-01T12:16:00,5.521,117.721
2025-01-01T12:16:05,5.665,121.875
2025-01-01T12:16:10,5.520,117.692
2025-01-01T12:16:15,5.529,117.952
2025-01-01T12:16:20,5.474,116.365
2025-01-01T12:16:25,5.591,119.740
2025-01-01T12:16:30,5.398,114.173
2025-01-01T12:16:40,5.305,111.490
2025-01-01T12:16:45,5.323,112.010
2025-01-01T12:16:50,5.156,107.192
2025-01-01T12:16:55,5.155,107.163
2025-01-01T12:17:00,5.081,105.029
2025-01-01T12:17:05,3.399,56.510
2025-01-01T12:17:10,4.878,99.173
2025-01-01T12:17:15,4.687,93.663
2025-01-01T12:17:20,4.556,89.885
2025-01-01T12:17:25,4.536,89.308
2025-01-01T12:17:30,4.438,86.481
2025-01-01T12:17:35,4.461,87.144
2025-01-01T12:17:40,4.382,84.865
2025-01-01T12:17:45,4.337,83.567
2025-01-01T12:17:50,4.458,87.058
2025-01-01T12:18:00,4.457,87.029
2025-01-01T12:18:05,4.483,87.779
2025-01-01T12:18:10,8.601,206.567
2025-01-01T12:18:15,4.480,87.692
2025-01-01T12:18:20,4.615,91.587
2025-01-01T12:18:25,4.730,94.904
2025-01-01T12:18:30,2.628,34.269
2025-01-01T12:18:35,4.992,102.462
2025-01-01T12:18:40,5.006,102.865
2025-01-01T12:18:45,5.106,105.750
2025-01-01T12:18:50,5.188,108.115
2025-01-01T12:18:55,5.207,108.663
2025-01-01T12:19:00,5.431,115.125
2025-01-01T12:19:05,5.497,117.029
2025-01-01T12:19:10,5.402,114.288
2025-01-01T12:19:20,5.589,119.683
2025-01-01T12:19:30,5.617,120.490
2025-01-01T12:19:40,5.538,118.212
2025-01-01T12:19:45,5.442,115.442
2025-01-01T12:19:50,5.475,116.394
2025-01-01T12:19:55,5.460,115.962
2025-01-01T12:20:10,8.375,200.048
2025-01-01T12:20:20,5.071,104.740
2025-01-01T12:20:25,4.998,102.635
2025-01-01T12:20:30,4.846,98.250
2025-01-01T12:20:35,4.797,96.837
2025-01-01T12:20:40,4.727,94.817
2025-01-01T12:20:45,4.523,88.933
2025-01-01T12:20:50,4.541,89.452
2025-01-01T12:20:55,3.201,50.798
2025-01-01T12:21:00,4.497,88.183
2025-01-01T12:21:05,9.041,219.260
2025-01-01T12:21:10,4.374,84.635
2025-01-01T12:21:15,4.444,86.654
2025-01-01T12:21:20,4.505,88.413
2025-01-01T12:21:25,4.396,85.269
2025-01-01T12:21:30,4.502,88.327
2025-01-01T12:21:35,2.948,43.500
2025-01-01T12:21:45,4.692,93.808
2025-01-01T12:21:50,4.795,96.779
2025-01-01T12:22:00,4.940,100.962
2025-01-01T12:22:05,5.007,102.894
2025-01-01T12:22:10,5.244,109.731
2025-01-01T12:22:15,5.271,110.510
2025-01-01T12:22:20,5.429,115.067
2025-01-01T12:22:25,5.403,114.317
2025-01-01T12:22:30,5.540,118.269
2025-01-01T12:22:35,5.576,119.308
2025-01-01T12:22:40,5.475,116.394
2025-01-01T12:22:45,5.555,118.702
2025-01-01T12:22:50,5.545,118.413
2025-01-01T12:22:55,5.619,120.548
2025-01-01T12:23:05,5.466,116.135
2025-01-01T12:23:15,5.355,112.933
2025-01-01T12:23:20,5.268,110.423
2025-01-01T12:23:25,5.266,110.365
2025-01-01T12:23:30,5.248,109.846
2025-01-01T12:23:35,5.105,105.721
2025-01-01T12:23:40,4.974,101.942
2025-01-01T12:23:45,4.877,99.144
2025-01-01T12:23:50,4.853,98.452
2025-01-01T12:23:55,4.824,97.615
2025-01-01T12:24:00,4.575,90.433
2025-01-01T12:24:05,4.657,92.798
2025-01-01T12:24:10,4.497,88.183
2025-01-01T12:24:15,4.494,88.096
2025-01-01T12:24:20,4.524,88.962
2025-01-01T12:24:25,4.453,86.913
2025-01-01T12:24:30,4.368,84.462
2025-01-01T12:24:40,4.424,86.077
2025-01-01T12:24:45,4.372,84.577
2025-01-01T12:24:50,4.453,86.913
2025-01-01T12:24:55,2.674,35.596
2025-01-01T12:25:00,4.700,94.038
2025-01-01T12:25:05,4.806,97.096
2025-01-01T12:25:15,4.951,101.279
2025-01-01T12:25:25,5.010,102.981
2025-01-01T12:25:30,5.226,109.212
2025-01-01T12:25:40,5.452,115.731
2025-01-01T12:25:45,5.407,114.433
2025-01-01T12:25:50,5.554,118.673
2025-01-01T12:25:55,2.920,42.692
2025-01-01T12:26:00,5.573,119.221
2025-01-01T12:26:10,5.646,121.327
2025-01-01T12:26:15,5.526,117.865
2025-01-01T12:26:20,5.615,120.433
2025-01-01T12:26:25,5.566,119.019
2025-01-01T12:26:30,5.472,116.308
2025-01-01T12:26:35,5.328,112.154
2025-01-01T12:26:40,5.427,115.010
2025-01-01T12:26:45,5.221,109.067
2025-01-01T12:26:50,5.258,110.135
2025-01-01T12:26:55,5.006,102.865
