timestamp,voltage_V,temperatura
2025-01-01T12:21:00,5.086,105.173
2025-01-01T12:21:05,5.055,104.279
2025-01-01T12:21:10,5.220,109.038
2025-01-01T12:21:20,5.342,112.558
2025-01-01T12:21:25,5.000,102.692
2025-01-01T12:21:30,5.432,115.154
2025-01-01T12:21:35,5.605,120.144
2025-01-01T12:21:45,3.183,50.279
2025-01-01T12:21:50,5.000,102.692
2025-01-01T12:21:55,5.000,102.692
2025-01-01T12:22:00,5.000,102.692
2025-01-01T12:22:05,5.000,102.692
2025-01-01T12:22:10,5.000,102.692
2025-01-01T12:22:15,5.385,113.798
2025-01-01T12:22:20,5.000,102.692
2025-01-01T12:22:25,5.000,102.692
2025-01-01T12:22:30,5.168,107.538
2025-01-01T12:22:35,5.078,104.942
2025-01-01T12:22:40,4.000,73.846
2025-01-01T12:22:45,4.809,97.183
2025-01-01T12:22:50,4.888,99.462
2025-01-01T12:22:55,4.772,96.115
2025-01-01T12:23:00,4.713,94.413
2025-01-01T12:23:05,4.000,73.846
2025-01-01T12:23:15,4.000,73.846
2025-01-01T12:23:20,4.000,73.846
2025-01-01T12:23:25,4.351,83.971
2025-01-01T12:23:30,4.329,83.337
2025-01-01T12:23:35,4.000,73.846
2025-01-01T12:23:40,4.504,88.385
2025-01-01T12:23:45,4.000,73.846
2025-01-01T12:23:50,4.000,73.846
2025-01-01T12:23:55,4.000,73.846
2025-01-01T12:24:05,4.000,73.846
2025-01-01T12:24:10,4.815,97.356
2025-01-01T12:24:15,4.964,101.654
2025-01-01T12:24:20,4.915,100.240
2025-01-01T12:24:25,5.191,108.202
2025-01-01T12:24:30,5.260,110.192
2025-01-01T12:24:35,5.256,110.077
2025-01-01T12:24:40,5.000,102.692
2025-01-01T12:24:50,5.000,102.692
2025-01-01T12:24:55,5.000,102.692
2025-01-01T12:25:05,5.000,102.692
2025-01-01T12:25:10,5.635,121.010
2025-01-01T12:25:15,5.691,122.625
2025-01-01T12:25:20,5.526,117.865
2025-01-01T12:25:30,5.000,102.692
2025-01-01T12:25:35,5.495,116.971
2025-01-01T12:25:40,5.000,102.692
2025-01-01T12:25:55,2.916,42.577
2025-01-01T12:26:05,4.000,73.846
2025-01-01T12:26:15,4.000,73.846
2025-01-01T12:26:20,4.000,73.846
2025-01-01T12:26:25,4.609,91.413
2025-01-01T12:26:30,4.416,85.846
2025-01-01T12:26:40,4.000,73.846
2025-01-01T12:26:50,4.000,73.846
2025-01-01T12:26:55,4.000,73.846
2025-01-01T12:27:10,4.000,73.846
2025-01-01T12:27:15,4.480,87.692
2025-01-01T12:27:20,4.000,73.846
2025-01-01T12:27:30,3.000,45.000
2025-01-01T12:27:35,4.985,102.260
2025-01-01T12:27:40,4.000,73.846
2025-01-01T12:27:45,5.000,102.692
2025-01-01T12:27:50,5.118,106.096
2025-01-01T12:27:55,5.218,108.981
2025-01-01T12:28:00,5.270,110.481
2025-01-01T12:28:05,5.513,117.490
2025-01-01T12:28:10,5.000,102.692
2025-01-01T12:28:15,5.527,117.894
2025-01-01T12:28:20,5.612,120.346
2025-01-01T12:28:25,5.523,117.779
2025-01-01T12:28:30,5.617,120.490
2025-01-01T12:28:35,5.660,121.731
2025-01-01T12:28:40,5.513,117.490
2025-01-01T12:28:45,5.000,102.692
2025-01-01T12:28:50,5.481,116.567
2025-01-01T12:28:55,5.000,102.692
2025-01-01T12:29:00,5.000,102.692
2025-01-01T12:29:05,5.277,110.683
2025-01-01T12:29:10,5.000,102.692
2025-01-01T12:29:15,5.020,103.269
2025-01-01T12:29:20,5.037,103.760
2025-01-01T12:29:25,7.925,187.067
2025-01-01T12:29:35,4.000,73.846
2025-01-01T12:29:40,4.000,73.846
2025-01-01T12:29:45,4.000,73.846
2025-01-01T12:29:50,4.576,90.462
2025-01-01T12:30:00,4.000,73.846
2025-01-01T12:30:05,4.000,73.846
2025-01-01T12:30:10,4.477,87.606
2025-01-01T12:30:15,4.503,88.356
2025-01-01T12:30:20,4.000,73.846
2025-01-01T12:30:25,4.429,86.221
2025-01-01T12:30:35,4.000,73.846
2025-01-01T12:30:40,4.000,73.846
2025-01-01T12:30:45,4.000,73.846
2025-01-01T12:30:50,4.773,96.144
2025-01-01T12:30:55,4.855,98.510
2025-01-01T12:31:00,5.000,102.692
2025-01-01T12:31:05,5.067,104.625
2025-01-01T12:31:10,5.277,110.683
2025-01-01T12:31:15,5.000,102.692
2025-01-01T12:31:25,5.492,116.885
2025-01-01T12:31:30,5.000,102.692
2025-01-01T12:31:40,5.546,118.442
2025-01-01T12:31:45,5.000,102.692
2025-01-01T12:31:55,5.000,102.692
2025-01-01T12:32:00,5.000,102.692
2025-01-01T12:32:05,5.631,120.894
2025-01-01T12:32:10,5.000,102.692
2025-01-01T12:32:15,2.590,33.173
2025-01-01T12:32:20,5.293,111.144
2025-01-01T12:32:30,5.000,102.692
2025-01-01T12:32:35,5.170,107.596
2025-01-01T12:32:40,5.000,102.692
2025-01-01T12:32:45,4.000,73.846
2025-01-01T12:32:50,4.000,73.846
2025-01-01T12:32:55,4.714,94.442
2025-01-01T12:33:05,4.477,87.606
2025-01-01T12:33:10,4.000,73.846
2025-01-01T12:33:15,4.000,73.846
2025-01-01T12:33:20,4.000,73.846
2025-01-01T12:33:25,4.314,82.904
2025-01-01T12:33:30,4.000,73.846
2025-01-01T12:33:35,4.346,83.827
2025-01-01T12:33:40,4.414,85.788
2025-01-01T12:33:45,4.000,73.846
2025-01-01T12:33:50,4.000,73.846
2025-01-01T12:33:55,4.631,92.048
2025-01-01T12:34:00,4.606,91.327
2025-01-01T12:34:05,4.683,93.548
2025-01-01T12:34:15,5.004,102.808
2025-01-01T12:34:20,5.000,102.692
2025-01-01T12:34:25,5.000,102.692
2025-01-01T12:34:35,5.000,102.692
2025-01-01T12:34:40,5.000,102.692
2025-01-01T12:34:45,5.480,116.538
2025-01-01T12:34:55,5.000,102.692
2025-01-01T12:35:00,5.000,102.692
2025-01-01T12:35:05,5.614,120.404
2025-01-01T12:35:15,5.579,119.394
2025-01-01T12:35:25,5.561,118.875
2025-01-01T12:35:30,5.455,115.817
2025-01-01T12:35:35,5.000,102.692
2025-01-01T12:35:40,5.000,102.692
2025-01-01T12:35:45,5.000,102.692
