timestamp,voltage_V,temperatura
2025-01-01T12:27:00,4.000,73.846
2025-01-01T12:27:05,5.081,105.029
2025-01-01T12:27:10,5.127,106.356
2025-01-01T12:27:15,5.338,112.442
2025-01-01T12:27:20,5.000,102.692
2025-01-01T12:27:25,5.000,102.692
2025-01-01T12:27:30,5.392,114.000
2025-01-01T12:27:35,8.000,189.231
2025-01-01T12:27:40,5.000,102.692
2025-01-01T12:27:50,5.546,118.442
2025-01-01T12:27:55,5.000,102.692
2025-01-01T12:28:00,5.000,102.692
2025-01-01T12:28:05,5.533,118.067
2025-01-01T12:28:10,5.423,114.894
2025-01-01T12:28:15,5.000,102.692
2025-01-01T12:28:20,5.000,102.692
2025-01-01T12:28:25,5.336,112.385
2025-01-01T12:28:30,5.245,109.760
2025-01-01T12:28:35,5.000,102.692
2025-01-01T12:28:40,4.000,73.846
2025-01-01T12:28:50,4.000,73.846
2025-01-01T12:28:55,4.000,73.846
2025-01-01T12:29:00,4.551,89.740
2025-01-01T12:29:05,4.000,73.846
2025-01-01T12:29:15,4.000,73.846
2025-01-01T12:29:20,4.452,86.885
2025-01-01T12:29:25,4.000,73.846
2025-01-01T12:29:30,4.000,73.846
2025-01-01T12:29:35,4.000,73.846
2025-01-01T12:29:40,4.489,87.952
2025-01-01T12:29:45,4.396,85.269
2025-01-01T12:29:50,4.000,73.846
2025-01-01T12:29:55,9.183,223.356
2025-01-01T12:30:00,4.660,92.885
2025-01-01T12:30:05,7.000,160.385
2025-01-01T12:30:10,4.000,73.846
2025-01-01T12:30:15,2.000,16.154
2025-01-01T12:30:20,4.978,102.058
2025-01-01T12:30:25,5.022,103.327
2025-01-01T12:30:30,2.654,35.019
2025-01-01T12:30:35,5.000,102.692
2025-01-01T12:30:40,5.407,114.433
2025-01-01T12:30:45,5.469,116.221
2025-01-01T12:30:50,5.000,102.692
2025-01-01T12:30:55,5.606,120.173
2025-01-01T12:31:00,5.000,102.692
2025-01-01T12:31:05,5.640,121.154
2025-01-01T12:31:10,5.000,102.692
2025-01-01T12:31:15,5.000,102.692
2025-01-01T12:31:20,5.608,120.231
2025-01-01T12:31:25,7.978,188.596
2025-01-01T12:31:30,5.525,117.837
2025-01-01T12:31:35,5.350,112.788
2025-01-01T12:31:40,5.255,110.048
2025-01-01T12:31:45,5.000,102.692
2025-01-01T12:31:50,5.000,102.692
2025-01-01T12:31:55,7.000,160.385
2025-01-01T12:32:00,5.004,102.808
2025-01-01T12:32:05,4.929,100.644
2025-01-01T12:32:10,4.000,73.846
2025-01-01T12:32:15,4.652,92.654
2025-01-01T12:32:20,4.726,94.788
2025-01-01T12:32:25,4.000,73.846
2025-01-01T12:32:30,4.507,88.471
2025-01-01T12:32:35,4.451,86.856
2025-01-01T12:32:45,4.405,85.529
2025-01-01T12:33:00,4.000,73.846
2025-01-01T12:33:05,4.541,89.452
2025-01-01T12:33:10,4.481,87.721
2025-01-01T12:33:15,4.662,92.942
2025-01-01T12:33:20,4.000,73.846
2025-01-01T12:33:25,4.730,94.904
2025-01-01T12:33:30,4.000,73.846
2025-01-01T12:33:35,4.000,73.846
2025-01-01T12:33:45,5.000,102.692
2025-01-01T12:33:55,5.000,102.692
2025-01-01T12:34:00,5.000,102.692
2025-01-01T12:34:05,5.000,102.692
2025-01-01T12:34:10,5.561,118.875
2025-01-01T12:34:15,5.000,102.692
2025-01-01T12:34:25,5.000,102.692
2025-01-01T12:34:30,5.000,102.692
2025-01-01T12:34:35,5.576,119.308
2025-01-01T12:34:40,5.000,102.692
2025-01-01T12:34:45,5.000,102.692
2025-01-01T12:34:50,5.390,113.942
2025-01-01T12:34:55,5.424,114.923
2025-01-01T12:35:00,5.000,102.692
2025-01-01T12:35:05,5.000,102.692
2025-01-01T12:35:15,5.000,102.692
2025-01-01T12:35:20,4.973,101.913
