timestamp,value
2025-01-01T12:27:00, 4
01/01/2025 12:27:05, 5.081 
01/01/2025 12:27:10, 5.127 
2025-01-01T12:27:15,5.338 
2025-01-01T12:27:20, 5
01/01/2025 12:27:25,5
2025-01-01T12:27:30, 5.392
2025-01-01T12:27:35.123,8
2025-01-01T12:27:40, 5
01/01/2025 12:27:45,NA
01/01/2025 12:27:50,5.546 
2025-01-01T12:27:55,5
2025-01-01T12:28:00,5
2025-01-01T12:28:05,5.533
2025-01-01T12:28:10, 5.423 
01/01/2025 12:28:15, 5
2025-01-01T12:28:20,5
2025-01-01T12:28:25,5.336
2025-01-01T12:28:30, 5.245 
2025-01-01T12:28:35, 5
2025-01-01T12:28:40,4
2025-01-01T12:28:45,??
2025-01-01T12:28:50, 4
2025-01-01T12:28:55,4
2025-01-01T12:29:00,4.551 
2025-01-01T12:29:05,4
2025-01-01T12:29:10,??
2025-01-01T12:29:15,4
2025-01-01T12:29:20, 4.452 
2025-01-01T12:29:25, 4
2025-01-01T12:29:30.123,4
2025-01-01T12:29:35,4
01/01/2025 12:29:40,4.489 
2025-01-01T12:29:45,4.396 
2025-01-01T12:29:50, 4
2025-01-01T12:29:55,9.183 
2025-01-01T12:30:00, 4.660
01/01/2025 12:30:05, 7
2025-01-01T12:30:10.123,4
01/01/2025 12:30:15, 2
01/01/2025 12:30:20,4.978 
01/01/2025 12:30:25,5.022
01/01/2025 12:30:30, 2.654 
2025-01-01T12:30:35.123,5
2025-01-01T12:30:40,5.407 
2025-01-01T12:30:45,5.469 
2025-01-01T12:30:50.123, 5
2025-01-01T12:30:55,5.606 
2025-01-01T12:31:00.123, 5
2025-01-01T12:31:05.123,5.640 
2025-01-01T12:31:10,5
2025-01-01T12:31:15.123, 5
01/01/2025 12:31:20, 5.608 
2025-01-01T12:31:25, 7.978
2025-01-01T12:31:30, 5.525 
2025-01-01T12:31:35.123, 5.350 
2025-01-01T12:31:40, 5.255
01/01/2025 12:31:45,5
2025-01-01T12:31:50.123,5
2025-01-01T12:31:55.123, 7
01/01/2025 12:32:00,5.004
2025-01-01T12:32:05.123, 4.929 
2025-01-01T12:32:10,4
2025-01-01T12:32:15,4.652
2025-01-01T12:32:20,4.726
2025-01-01T12:32:25.123,4
2025-01-01T12:32:30.123, 4.507 
2025-01-01T12:32:35,4.451
2025-01-01T12:32:40.123,??
2025-01-01T12:32:45, 4.405 
2025-01-01T12:32:50,
2025-01-01T12:32:55.123,??
2025-01-01T12:33:00.123, 4
2025-01-01T12:33:05, 4.541
2025-01-01T12:33:10, 4.481 
2025-01-01T12:33:15,4.662 
2025-01-01T12:33:20, 4
2025-01-01T12:33:25,4.730 
2025-01-01T12:33:30.123,4
2025-01-01T12:33:35.123,4
2025-01-01T12:33:40,NULL
2025-01-01T12:33:45,5
2025-01-01T12:33:50,N/A
2025-01-01T12:33:55, 5
2025-01-01T12:34:00, 5
2025-01-01T12:34:05.123,5
2025-01-01T12:34:10.123, 5.561 
2025-01-01T12:34:15, 5
2025-01-01T12:34:20,??
01/01/2025 12:34:25, 5
2025-01-01T12:34:30, 5
2025-01-01T12:34:35,5.576
2025-01-01T12:34:40.123,5
2025-01-01T12:34:45, 5
2025-01-01T12:34:50, 5.390
01/01/2025 12:34:55,5.424
01/01/2025 12:35:00, 5
2025-01-01T12:35:05, 5
2025-01-01T12:35:10,
2025-01-01T12:35:15,5
2025-01-01T12:35:20,4.973
01/01/2025 12:35:25,4
01/01/2025 12:35:30,4.892 
2025-01-01T12:35:35,4.798 
2025-01-01T12:35:40,4.580 
2025-01-01T12:35:45, 4.660 
01/01/2025 12:35:50,error
2025-01-01T12:35:55,??
2025-01-01T12:36:00,2
2025-01-01T12:36:05, 4.413
01/01/2025 12:36:10,none
01/01/2025 12:36:15,4
2025-01-01T12:36:20, 4
01/01/2025 12:36:25,4.413 
2025-01-01T12:36:30,??
2025-01-01T12:36:35, 4
01/01/2025 12:36:40,
2025-01-01T12:36:45,
2025-01-01T12:36:50, 4
2025-01-01T12:36:55, 4.972
01/01/2025 12:37:00,5.021
2025-01-01T12:37:05.123,??
2025-01-01T12:37:10,
01/01/2025 12:37:15, 5.355
2025-01-01T12:37:20.123,5
2025-01-01T12:37:25, 5.504
2025-01-01T12:37:30, 8.189 
2025-01-01T12:37:35,5.608
2025-01-01T12:37:40, 5.563 
2025-01-01T12:37:45.123,none
2025-01-01T12:37:50,5
2025-01-01T12:37:55,5.564 
01/01/2025 12:38:00, 5
01/01/2025 12:38:05,8
2025-01-01T12:38:10, 5.485 
2025-01-01T12:38:15, 5.524
2025-01-01T12:38:20.123,5
01/01/2025 12:38:25, 5.249 
2025-01-01T12:38:30,5.194
01/01/2025 12:38:35, 5.037
2025-01-01T12:38:40.123, 5
2025-01-01T12:38:45,4
2025-01-01T12:38:50, 4.764 
2025-01-01T12:38:55, 4
2025-01-01T12:39:00,4.593
2025-01-01T12:39:05, 2.983
01/01/2025 12:39:10,4
2025-01-01T12:39:15, 4
01/01/2025 12:39:20,3
2025-01-01T12:39:25, 4.499
2025-01-01T12:39:30.123,??
2025-01-01T12:39:35.123, 4
2025-01-01T12:39:40, 4
2025-01-01T12:39:45.123, 4
2025-01-01T12:39:50,4
2025-01-01T12:39:55,4
2025-01-01T12:40:00,
2025-01-01T12:40:05, 4
01/01/2025 12:40:10,4
2025-01-01T12:40:15, 4.837 
2025-01-01T12:40:20, 4
2025-01-01T12:40:25,5.147 
2025-01-01T12:40:30.123, 5.170 
2025-01-01T12:40:35,
2025-01-01T12:40:40, 5.261
01/01/2025 12:40:45,5.452
2025-01-01T12:40:50, 5
2025-01-01T12:40:55, 5
2025-01-01T12:41:00.123,3
01/01/2025 12:41:05, 5
2025-01-01T12:41:10,??
2025-01-01T12:41:15.123,??
2025-01-01T12:41:20,5
2025-01-01T12:41:25, 8
2025-01-01T12:41:30,5.438 
2025-01-01T12:41:35,none
2025-01-01T12:41:40,5.417
2025-01-01T12:41:45,5.248 
01/01/2025 12:41:50, 5.161
2025-01-01T12:41:55.123, 5
