timestamp;value
2025-01-01T12:24:00;
2025-01-01T12:24:05;5,131
2025-01-01T12:24:10.123; 5.135 
2025-01-01T12:24:15;NULL
2025-01-01T12:24:20; 5,322 
01/01/2025 12:24:25;5.484 
2025-01-01T12:24:30; 5,584
2025-01-01T12:24:35; 5,507
2025-01-01T12:24:40; 5.506
2025-01-01T12:24:45.123; 5,678 
01/01/2025 12:24:50;5.620
2025-01-01T12:24:55;5.539
2025-01-01T12:25:00; 5.545 
2025-01-01T12:25:05; 5,605
2025-01-01T12:25:10;5,540
2025-01-01T12:25:15;5.487 
2025-01-01T12:25:20;??
2025-01-01T12:25:25.123;8,001
2025-01-01T12:25:30.123; 5,161 
01/01/2025 12:25:35;5.031 
2025-01-01T12:25:40;5,006
2025-01-01T12:25:45;4,995
2025-01-01T12:25:50;4,727 
2025-01-01T12:25:55;4.719 
2025-01-01T12:26:00;??
01/01/2025 12:26:05;4,634
2025-01-01T12:26:10;8.478 
01/01/2025 12:26:15;4.455
01/01/2025 12:26:20;4.337 
2025-01-01T12:26:25;4,393
2025-01-01T12:26:30.123;4,493
2025-01-01T12:26:35;4,332
2025-01-01T12:26:40;N/A
2025-01-01T12:26:45; 4.414
2025-01-01T12:26:50; 4,594 
2025-01-01T12:26:55;NA
2025-01-01T12:27:00;??
2025-01-01T12:27:05;NULL
01/01/2025 12:27:10; 4.759
01/01/2025 12:27:15; 4,840
2025-01-01T12:27:20.123; 5,001 
2025-01-01T12:27:25; 5,144 
2025-01-01T12:27:30;5.215 
01/01/2025 12:27:35;5.302
2025-01-01T12:27:40;2.600 
2025-01-01T12:27:45; 5,405
01/01/2025 12:27:50; 5,546
01/01/2025 12:27:55;NULL
2025-01-01T12:28:00; 5.564 
2025-01-01T12:28:05.123; 5.652 
2025-01-01T12:28:10;5.553
2025-01-01T12:28:15; 5.530 
2025-01-01T12:28:20; 5,574
2025-01-01T12:28:25;5.444 
2025-01-01T12:28:30; 5,431
2025-01-01T12:28:35; 5,465
01/01/2025 12:28:40;5.279 
01/01/2025 12:28:45;5.354
2025-01-01T12:28:50; 5.251
2025-01-01T12:28:55.123; 2,631
2025-01-01T12:29:00; 4,908
01/01/2025 12:29:05;4.965 
2025-01-01T12:29:10; 4.820 
2025-01-01T12:29:15;
2025-01-01T12:29:20; 4,674 
2025-01-01T12:29:25;4.485
2025-01-01T12:29:30;4.574
2025-01-01T12:29:35;??
2025-01-01T12:29:40;4,500 
2025-01-01T12:29:45.123;4,438
2025-01-01T12:29:50; 4.349 
2025-01-01T12:29:55; 4.318
2025-01-01T12:30:00;4,492 
2025-01-01T12:30:05; 4.512 
2025-01-01T12:30:10; 4.606 
2025-01-01T12:30:15;4.580
2025-01-01T12:30:20.123;4.645
2025-01-01T12:30:25; 4,807
2025-01-01T12:30:30; 4.867 
01/01/2025 12:30:35;4.899
01/01/2025 12:30:40;5,041
01/01/2025 12:30:45; 5.042
2025-01-01T12:30:50; 5,104 
2025-01-01T12:30:55;5,196
01/01/2025 12:31:00;5.371 
2025-01-01T12:31:05.123;
01/01/2025 12:31:10;??
2025-01-01T12:31:15; 5.464
2025-01-01T12:31:20;5,654 
2025-01-01T12:31:25;5.582
2025-01-01T12:31:30;5.653 
2025-01-01T12:31:35.123;5.674
2025-01-01T12:31:40; 3,050
2025-01-01T12:31:45; 5,545 
01/01/2025 12:31:50; 5,485
2025-01-01T12:31:55;5,360
2025-01-01T12:32:00.123;5,387 
2025-01-01T12:32:05;5.278 
2025-01-01T12:32:10; 5,275 
01/01/2025 12:32:15; 7.981 
2025-01-01T12:32:20;5,019
01/01/2025 12:32:25; 4,949 
01/01/2025 12:32:30;??
01/01/2025 12:32:35;4,781 
01/01/2025 12:32:40;4,714 
2025-01-01T12:32:45.123; 4.652
2025-01-01T12:32:50; 4,513 
2025-01-01T12:32:55;4,472
01/01/2025 12:33:00;none
2025-01-01T12:33:05; 4,474 
2025-01-01T12:33:10;4,371
2025-01-01T12:33:15;4.333 
2025-01-01T12:33:20; 4,340 
2025-01-01T12:33:25;4,370 
2025-01-01T12:33:30;3.347
01/01/2025 12:33:35;4,561 
2025-01-01T12:33:40;4.745
2025-01-01T12:33:45.123;4.686
2025-01-01T12:33:50;4,815
2025-01-01T12:33:55; 4.947
2025-01-01T12:34:00.123;3.126
01/01/2025 12:34:05;5,004 
01/01/2025 12:34:10; 5.228 
01/01/2025 12:34:15;5.185
2025-01-01T12:34:20; 5,265 
2025-01-01T12:34:25.123;5,478
2025-01-01T12:34:30;
2025-01-01T12:34:35; 5.550 
2025-01-01T12:34:40; 5.635 
2025-01-01T12:34:45;??
01/01/2025 12:34:50; 5.629 
2025-01-01T12:34:55;5,618 
2025-01-01T12:35:00; 5.557 
2025-01-01T12:35:05;5,505 
2025-01-01T12:35:10.123;5,563 
01/01/2025 12:35:15;5.430 
2025-01-01T12:35:20; 5.372
2025-01-01T12:35:25; 5,330 
2025-01-01T12:35:30; 5.207 
2025-01-01T12:35:35;
2025-01-01T12:35:40; 5.023 
01/01/2025 12:35:45; 8.034
2025-01-01T12:35:50;NA
2025-01-01T12:35:55;??
2025-01-01T12:36:00.123;4.582 
2025-01-01T12:36:05;4.616 
2025-01-01T12:36:10;4.442
01/01/2025 12:36:15;
2025-01-01T12:36:20; 4,367
2025-01-01T12:36:25;error
2025-01-01T12:36:30;4.438 
01/01/2025 12:36:35;NA
01/01/2025 12:36:40;??
2025-01-01T12:36:45;4.547 
2025-01-01T12:36:50;4,578
2025-01-01T12:36:55;4,561
2025-01-01T12:37:00;4.582 
2025-01-01T12:37:05; 8.057
01/01/2025 12:37:10; 4.874 
2025-01-01T12:37:15.123;??
2025-01-01T12:37:20;4.912
2025-01-01T12:37:25;5.078
2025-01-01T12:37:30;
2025-01-01T12:37:35;5.227 
01/01/2025 12:37:40; 5,333 
2025-01-01T12:37:45;5.350 
2025-01-01T12:37:50;5.422 
2025-01-01T12:37:55; 5,593 
2025-01-01T12:38:00;5,576 
01/01/2025 12:38:05; 5,590 
2025-01-01T12:38:10.123;5,620
2025-01-01T12:38:15.123;5,615 
01/01/2025 12:38:20; 5.575
2025-01-01T12:38:25;5,569
2025-01-01T12:38:30.123;5,535
2025-01-01T12:38:35;5.516
2025-01-01T12:38:40.123; 5,443
2025-01-01T12:38:45; 5,288
2025-01-01T12:38:50.123; 5.123
01/01/2025 12:38:55; 5,062
