timestamp,value
01/01/2025 12:09:00, 4
2025-01-01T12:09:05, 5.011
2025-01-01T12:09:10, 5
2025-01-01T12:09:15,5.236
2025-01-01T12:09:20, 5.442 
01/01/2025 12:09:25, 5
2025-01-01T12:09:30,5.527 
2025-01-01T12:09:35, 5.602
2025-01-01T12:09:40, 5.498
2025-01-01T12:09:45.123, 5.618
2025-01-01T12:09:50, 5.693 
2025-01-01T12:09:55,5
01/01/2025 12:10:00,5
2025-01-01T12:10:05, 5
01/01/2025 12:10:10, 5.448
2025-01-01T12:10:15.123, 5.430
2025-01-01T12:10:20, 5
2025-01-01T12:10:25, 5
2025-01-01T12:10:30,5.123
2025-01-01T12:10:35.123,none
01/01/2025 12:10:40, 5.057 
2025-01-01T12:10:45, 5
01/01/2025 12:10:50,4.836 
2025-01-01T12:10:55,
01/01/2025 12:11:00, 4
2025-01-01T12:11:05,4.535 
2025-01-01T12:11:10,4
2025-01-01T12:11:15,4
2025-01-01T12:11:20, 8.756 
2025-01-01T12:11:25, 4
01/01/2025 12:11:30,4
01/01/2025 12:11:35,4.436
2025-01-01T12:11:40, 4.400 
2025-01-01T12:11:45,4
2025-01-01T12:11:50,NA
2025-01-01T12:11:55,
01/01/2025 12:12:00,4
2025-01-01T12:12:05, 4
2025-01-01T12:12:10,4.806 
2025-01-01T12:12:15, 4.886
2025-01-01T12:12:20, 4.913 
2025-01-01T12:12:25,4
2025-01-01T12:12:30,
01/01/2025 12:12:35, 5.237
2025-01-01T12:12:40, 5.377 
01/01/2025 12:12:45, 5.329 
2025-01-01T12:12:50, 5
01/01/2025 12:12:55,5.464 
2025-01-01T12:13:00,5
2025-01-01T12:13:05,5
01/01/2025 12:13:10,NULL
01/01/2025 12:13:15,
2025-01-01T12:13:20,5
2025-01-01T12:13:25, 5.600
01/01/2025 12:13:30,5.434
2025-01-01T12:13:35.123,5
2025-01-01T12:13:40, 5
2025-01-01T12:13:45,??
2025-01-01T12:13:50, 5.184
01/01/2025 12:13:55,5.029 
2025-01-01T12:14:00, 5.071 
01/01/2025 12:14:05, 4
2025-01-01T12:14:10,4
2025-01-01T12:14:15,4
2025-01-01T12:14:20,4.677 
01/01/2025 12:14:25, 4
2025-01-01T12:14:30, 4
2025-01-01T12:14:35.123,??
2025-01-01T12:14:40.123,4
2025-01-01T12:14:45, 4.324
2025-01-01T12:14:50,??
01/01/2025 12:14:55,4.470 
2025-01-01T12:15:00,
2025-01-01T12:15:05, 4.510
2025-01-01T12:15:10.123,4
2025-01-01T12:15:15,4
2025-01-01T12:15:20, 4.629 
01/01/2025 12:15:25,4.679 
2025-01-01T12:15:30,4.742 
2025-01-01T12:15:35,4.888
01/01/2025 12:15:40,5
2025-01-01T12:15:45, 5.126 
2025-01-01T12:15:50,5
01/01/2025 12:15:55, 5.187
01/01/2025 12:16:00,5.382 
2025-01-01T12:16:05,5
2025-01-01T12:16:10,NA
2025-01-01T12:16:15,5
01/01/2025 12:16:20, 2.792 
2025-01-01T12:16:25,5.657
2025-01-01T12:16:30, 5.506 
01/01/2025 12:16:35,
2025-01-01T12:16:40, 5
01/01/2025 12:16:45,5.574 
2025-01-01T12:16:50, 5.396
2025-01-01T12:16:55,5.442
2025-01-01T12:17:00, 5.280
2025-01-01T12:17:05,5
2025-01-01T12:17:10.123, 5
2025-01-01T12:17:15, 5
2025-01-01T12:17:20,5
2025-01-01T12:17:25, 4.819
01/01/2025 12:17:30,NULL
2025-01-01T12:17:35.123,??
01/01/2025 12:17:40,4
2025-01-01T12:17:45,??
2025-01-01T12:17:50, 4.492
01/01/2025 12:17:55,4
01/01/2025 12:18:00,4
2025-01-01T12:18:05.123, 4
2025-01-01T12:18:10, 4.346 
2025-01-01T12:18:15.123, 4.497 
01/01/2025 12:18:20,4
01/01/2025 12:18:25,4
2025-01-01T12:18:30,4.569
2025-01-01T12:18:35,4.568 
2025-01-01T12:18:40.123, 4.552 
2025-01-01T12:18:45, 4.755 
2025-01-01T12:18:50, 4
2025-01-01T12:18:55.123,4.938 
2025-01-01T12:19:00, 5.005 
01/01/2025 12:19:05, 5
2025-01-01T12:19:10,
01/01/2025 12:19:15,2
2025-01-01T12:19:20, 5
2025-01-01T12:19:25,N/A
01/01/2025 12:19:30,5.432
2025-01-01T12:19:35,5
2025-01-01T12:19:40,5
2025-01-01T12:19:45, 5.580 
2025-01-01T12:19:50,5
2025-01-01T12:19:55, 5.507 
